a,b,c,t
46,96,61,14.882929140562783
46,96,66,14.86431126129181
46,96,71,14.847338691304056
46,96,76,14.831761663970534
46,96,81,14.817381975466816
46,96,86,14.804039873522814
46,96,91,14.791604834746646
46,96,96,14.779968930573705
51,1,1,3.0255729175037724
51,1,6,1.993330186343832
51,1,11,1.7488249035567822
51,1,16,1.6176484721473277
51,1,21,1.5305515993603591
51,1,26,1.4663998806372998
51,1,31,1.4161350050696722
51,1,36,1.3750979874677787
51,1,41,1.34059767641678
51,1,46,1.3109485112507933
51,1,51,1.2850296021051526
51,1,56,1.2620603257021343
51,1,61,1.2414766842768903
51,1,66,1.2228588050059161
51,1,71,1.2058862350181632
51,1,76,1.1903092076846398
51,1,81,1.1759295191809231
51,1,86,1.162587417236921
51,1,91,1.150152378460753
51,1,96,1.1385164742878122
51,6,1,8.400851325187938
51,6,6,7.368608594027997
51,6,11,7.1241033112409475
51,6,16,6.992926879831493
51,6,21,6.905830007044524
51,6,26,6.841678288321464
51,6,31,6.791413412753837
51,6,36,6.750376395151943
51,6,41,6.715876084100945
51,6,46,6.686226918934958
51,6,51,6.6603080097893175
51,6,56,6.637338733386299
51,6,61,6.616755091961055
51,6,66,6.598137212690081
51,6,71,6.581164642702328
51,6,76,6.565587615368805
51,6,81,6.5512079268650885
51,6,86,6.537865824921086
51,6,91,6.525430786144918
51,6,96,6.513794881971977
51,11,1,10.219258735898885
51,11,6,9.187016004738943
51,11,11,8.942510721951894
51,11,16,8.811334290542439
51,11,21,8.724237417755472
51,11,26,8.660085699032411
51,11,31,8.609820823464784
51,11,36,8.568783805862891
51,11,41,8.534283494811891
51,11,46,8.504634329645905
51,11,51,8.478715420500263
51,11,56,8.455746144097246
51,11,61,8.435162502672002
51,11,66,8.416544623401029
51,11,71,8.399572053413275
51,11,76,8.38399502607975
51,11,81,8.369615337576034
51,11,86,8.356273235632033
51,11,91,8.343838196855865
51,11,96,8.332202292682924
51,16,1,11.343339084223116
51,16,6,10.311096353063176
51,16,11,10.066591070276125
51,16,16,9.935414638866671
51,16,21,9.848317766079703
51,16,26,9.784166047356644
51,16,31,9.733901171789016
51,16,36,9.692864154187122
51,16,41,9.658363843136124
51,16,46,9.628714677970137
51,16,51,9.602795768824496
51,16,56,9.579826492421478
51,16,61,9.559242850996235
51,16,66,9.54062497172526
51,16,71,9.523652401737507
51,16,76,9.508075374403983
51,16,81,9.493695685900267
51,16,86,9.480353583956266
51,16,91,9.467918545180096
51,16,96,9.456282641007157
51,21,1,12.159140230674042
51,21,6,11.1268974995141
51,21,11,10.882392216727052
51,21,16,10.751215785317596
51,21,21,10.664118912530627
51,21,26,10.599967193807569
51,21,31,10.549702318239941
51,21,36,10.508665300638048
51,21,41,10.474164989587049
51,21,46,10.444515824421062
51,21,51,10.41859691527542
51,21,56,10.395627638872403
51,21,61,10.37504399744716
51,21,66,10.356426118176186
51,21,71,10.339453548188432
51,21,76,10.323876520854908
51,21,81,10.309496832351192
51,21,86,10.29615473040719
51,21,91,10.283719691631022
51,21,96,10.272083787458081
51,26,1,12.799862531568218
51,26,6,11.767619800408278
51,26,11,11.523114517621229
51,26,16,11.391938086211773
51,26,21,11.304841213424805
51,26,26,11.240689494701746
51,26,31,11.190424619134118
51,26,36,11.149387601532224
51,26,41,11.114887290481226
51,26,46,11.08523812531524
51,26,51,11.059319216169598
51,26,56,11.03634993976658
51,26,61,11.015766298341337
51,26,66,10.997148419070362
51,26,71,10.98017584908261
51,26,76,10.964598821749085
51,26,81,10.950219133245369
51,26,86,10.936877031301368
51,26,91,10.9244419925252
51,26,96,10.912806088352259
51,31,1,13.32753453095921
51,31,6,12.295291799799271
51,31,11,12.05078651701222
51,31,16,11.919610085602766
51,31,21,11.832513212815797
51,31,26,11.768361494092739
51,31,31,11.718096618525111
51,31,36,11.677059600923217
51,31,41,11.642559289872219
51,31,46,11.612910124706232
51,31,51,11.586991215560591
51,31,56,11.564021939157573
51,31,61,11.54343829773233
51,31,66,11.524820418461355
51,31,71,11.507847848473602
51,31,76,11.492270821140078
51,31,81,11.477891132636362
51,31,86,11.46454903069236
51,31,91,11.452113991916193
51,31,96,11.440478087743251
51,36,1,13.776129732872104
51,36,6,12.743887001712162
51,36,11,12.499381718925113
51,36,16,12.368205287515657
51,36,21,12.281108414728688
51,36,26,12.21695669600563
51,36,31,12.166691820438002
51,36,36,12.12565480283611
51,36,41,12.09115449178511
51,36,46,12.061505326619123
51,36,51,12.035586417473482
51,36,56,12.012617141070464
51,36,61,11.99203349964522
51,36,66,11.973415620374245
51,36,71,11.956443050386493
51,36,76,11.940866023052969
51,36,81,11.926486334549253
51,36,86,11.913144232605251
51,36,91,11.900709193829083
51,36,96,11.889073289656142
51,41,1,14.166289117616696
51,41,6,13.134046386456756
51,41,11,12.889541103669705
51,41,16,12.758364672260251
51,41,21,12.671267799473283
51,41,26,12.607116080750224
51,41,31,12.556851205182596
51,41,36,12.515814187580702
51,41,41,12.481313876529704
51,41,46,12.451664711363717
51,41,51,12.425745802218076
51,41,56,12.402776525815058
51,41,61,12.382192884389813
51,41,66,12.36357500511884
51,41,71,12.346602435131086
51,41,76,12.331025407797563
51,41,81,12.316645719293847
51,41,86,12.303303617349844
51,41,91,12.290868578573676
51,41,96,12.279232674400737
51,46,1,14.511497106971058
51,46,6,13.479254375811117
51,46,11,13.234749093024067
51,46,16,13.103572661614614
51,46,21,13.016475788827645
51,46,26,12.952324070104584
51,46,31,12.902059194536957
51,46,36,12.861022176935064
51,46,41,12.826521865884065
51,46,46,12.796872700718078
51,46,51,12.770953791572438
51,46,56,12.747984515169419
51,46,61,12.727400873744175
51,46,66,12.708782994473202
51,46,71,12.691810424485448
51,46,76,12.676233397151925
51,46,81,12.661853708648207
51,46,86,12.648511606704206
51,46,91,12.636076567928038
51,46,96,12.624440663755097
51,51,1,14.82104981567675
51,51,6,13.78880708451681
51,51,11,13.544301801729759
51,51,16,13.413125370320305
51,51,21,13.326028497533336
51,51,26,13.261876778810278
51,51,31,13.21161190324265
51,51,36,13.170574885640756
51,51,41,13.136074574589758
51,51,46,13.106425409423771
51,51,51,13.08050650027813
51,51,56,13.057537223875112
51,51,61,13.036953582449868
51,51,66,13.018335703178893
51,51,71,13.001363133191141
51,51,76,12.985786105857617
51,51,81,12.9714064173539
51,51,86,12.958064315409898
51,51,91,12.94562927663373
51,51,96,12.93399337246079
51,56,1,15.10162798970922
51,56,6,14.06938525854928
51,56,11,13.82487997576223
51,56,16,13.693703544352775
51,56,21,13.606606671565807
51,56,26,13.542454952842748
51,56,31,13.49219007727512
51,56,36,13.451153059673226
51,56,41,13.416652748622228
51,56,46,13.387003583456242
51,56,51,13.3610846743106
51,56,56,13.338115397907583
51,56,61,13.317531756482339
51,56,66,13.298913877211364
51,56,71,13.281941307223612
51,56,76,13.266364279890087
51,56,81,13.251984591386371
51,56,86,13.238642489442368
51,56,91,13.2262074506662
51,56,96,13.21457154649326
51,61,1,15.358194510023706
51,61,6,14.325951778863766
51,61,11,14.081446496076715
51,61,16,13.950270064667261
51,61,21,13.863173191880293
51,61,26,13.799021473157234
51,61,31,13.748756597589606
51,61,36,13.707719579987712
51,61,41,13.673219268936714
51,61,46,13.643570103770728
51,61,51,13.617651194625086
51,61,56,13.594681918222069
51,61,61,13.574098276796825
51,61,66,13.55548039752585
51,61,71,13.538507827538098
51,61,76,13.522930800204573
51,61,81,13.508551111700857
51,61,86,13.495209009756854
51,61,91,13.482773970980686
51,61,96,13.471138066807747
51,66,1,15.594537143583048
51,66,6,14.562294412423109
51,66,11,14.31778912963606
51,66,16,14.186612698226604
51,66,21,14.099515825439635
51,66,26,14.035364106716576
51,66,31,13.985099231148949
51,66,36,13.944062213547054
51,66,41,13.909561902496057
51,66,46,13.87991273733007
51,66,51,13.853993828184429
51,66,56,13.831024551781411
51,66,61,13.810440910356167
51,66,66,13.791823031085192
51,66,71,13.77485046109744
51,66,76,13.759273433763916
51,66,81,13.7448937452602
51,66,86,13.731551643316198
51,66,91,13.71911660454003
51,66,96,13.707480700367089
51,71,1,15.813612548627718
51,71,6,14.781369817467779
51,71,11,14.536864534680728
51,71,16,14.405688103271274
51,71,21,14.318591230484305
51,71,26,14.254439511761246
51,71,31,14.204174636193619
51,71,36,14.163137618591724
51,71,41,14.128637307540727
51,71,46,14.09898814237474
51,71,51,14.073069233229099
51,71,56,14.050099956826081
51,71,61,14.029516315400837
51,71,66,14.010898436129862
51,71,71,13.99392586614211
51,71,76,13.978348838808586
51,71,81,13.96396915030487
51,71,86,13.950627048360868
51,71,91,13.9381920095847
51,71,96,13.926556105411759
51,76,1,16.017772938362764
51,76,6,14.985530207202824
51,76,11,14.741024924415775
51,76,16,14.609848493006321
51,76,21,14.522751620219353
51,76,26,14.458599901496292
51,76,31,14.408335025928665
51,76,36,14.367298008326772
51,76,41,14.332797697275772
51,76,46,14.303148532109786
51,76,51,14.277229622964146
51,76,56,14.254260346561127
51,76,61,14.233676705135883
51,76,66,14.21505882586491
51,76,71,14.198086255877156
51,76,76,14.182509228543633
51,76,81,14.168129540039917
51,76,86,14.154787438095914
51,76,91,14.142352399319746
51,76,96,14.130716495146805
51,81,1,16.20892038152109
51,81,6,15.176677650361148
51,81,11,14.932172367574099
51,81,16,14.800995936164645
51,81,21,14.713899063377676
51,81,26,14.649747344654616
51,81,31,14.599482469086988
51,81,36,14.558445451485095
51,81,41,14.523945140434096
51,81,46,14.494295975268109
51,81,51,14.46837706612247
51,81,56,14.44540778971945
51,81,61,14.424824148294206
51,81,66,14.406206269023233
51,81,71,14.38923369903548
51,81,76,14.373656671701957
51,81,81,14.359276983198239
51,81,86,14.345934881254237
51,81,91,14.33349984247807
51,81,96,14.321863938305128
51,86,1,16.388614806264297
51,86,6,15.356372075104355
51,86,11,15.111866792317306
51,86,16,14.98069036090785
51,86,21,14.893593488120882
51,86,26,14.829441769397823
51,86,31,14.779176893830195
51,86,36,14.738139876228303
51,86,41,14.703639565177303
51,86,46,14.673990400011316
51,86,51,14.648071490865675
51,86,56,14.625102214462657
51,86,61,14.604518573037414
51,86,66,14.585900693766439
51,86,71,14.568928123778687
51,86,76,14.553351096445162
51,86,81,14.538971407941446
51,86,86,14.525629305997445
51,86,91,14.513194267221277
51,86,96,14.501558363048336
51,91,1,16.558151437054324
51,91,6,15.525908705894382
51,91,11,15.281403423107331
51,91,16,15.150226991697878
51,91,21,15.063130118910909
51,91,26,14.99897840018785
51,91,31,14.948713524620223
51,91,36,14.907676507018328
51,91,41,14.87317619596733
51,91,46,14.843527030801344
51,91,51,14.817608121655702
51,91,56,14.794638845252685
51,91,61,14.77405520382744
51,91,66,14.755437324556466
51,91,71,14.738464754568714
51,91,76,14.72288772723519
51,91,81,14.708508038731473
51,91,86,14.695165936787472
51,91,91,14.682730898011304
51,91,96,14.671094993838363
51,96,1,16.71861749190728
51,96,6,15.686374760747341
51,96,11,15.44186947796029
51,96,16,15.310693046550837
51,96,21,15.223596173763868
51,96,26,15.159444455040807
51,96,31,15.109179579473182
51,96,36,15.068142561871287
51,96,41,15.03364225082029
51,96,46,15.003993085654303
51,96,51,14.978074176508661
51,96,56,14.955104900105644
51,96,61,14.934521258680398
51,96,66,14.915903379409425
51,96,71,14.898930809421671
51,96,76,14.883353782088149
51,96,81,14.868974093584432
51,96,86,14.85563199164043
51,96,91,14.843196952864261
51,96,96,14.83156104869132
56,1,1,3.072335946509184
56,1,6,2.0400932153492435
56,1,11,1.795587932562194
56,1,16,1.6644115011527392
56,1,21,1.5773146283657706
56,1,26,1.5131629096427113
56,1,31,1.462898034075084
56,1,36,1.4218610164731902
56,1,41,1.3873607054221917
56,1,46,1.357711540256205
56,1,51,1.3317926311105641
56,1,56,1.3088233547075458
56,1,61,1.288239713282302
56,1,66,1.2696218340113277
56,1,71,1.2526492640235747
56,1,76,1.2370722366900513
56,1,81,1.2226925481863349
56,1,86,1.2093504462423328
56,1,91,1.1969154074661645
56,1,96,1.185279503293224
56,6,1,8.44761435419335
56,6,6,7.415371623033408
56,6,11,7.170866340246359
56,6,16,7.0396899088369045
56,6,21,6.952593036049936
56,6,26,6.888441317326876
56,6,31,6.8381764417592485
56,6,36,6.797139424157355
56,6,41,6.762639113106356
56,6,46,6.73298994794037
56,6,51,6.707071038794729
56,6,56,6.684101762391711
56,6,61,6.663518120966467
56,6,66,6.644900241695493
56,6,71,6.62792767170774
56,6,76,6.612350644374216
56,6,81,6.597970955870499
56,6,86,6.584628853926498
56,6,91,6.57219381515033
56,6,96,6.560557910977389
56,11,1,10.266021764904297
56,11,6,9.233779033744355
56,11,11,8.989273750957306
56,11,16,8.85809731954785
56,11,21,8.771000446760883
56,11,26,8.706848728037823
56,11,31,8.656583852470195
56,11,36,8.615546834868303
56,11,41,8.581046523817303
56,11,46,8.551397358651316
56,11,51,8.525478449505675
56,11,56,8.502509173102657
56,11,61,8.481925531677414
56,11,66,8.463307652406439
56,11,71,8.446335082418686
56,11,76,8.430758055085162
56,11,81,8.416378366581446
56,11,86,8.403036264637445
56,11,91,8.390601225861277
56,11,96,8.378965321688336
56,16,1,11.390102113228528
56,16,6,10.357859382068588
56,16,11,10.113354099281537
56,16,16,9.982177667872083
56,16,21,9.895080795085114
56,16,26,9.830929076362056
56,16,31,9.780664200794428
56,16,36,9.739627183192534
56,16,41,9.705126872141536
56,16,46,9.675477706975549
56,16,51,9.649558797829908
56,16,56,9.62658952142689
56,16,61,9.606005880001646
56,16,66,9.587388000730671
56,16,71,9.57041543074292
56,16,76,9.554838403409395
56,16,81,9.540458714905679
56,16,86,9.527116612961677
56,16,91,9.514681574185508
56,16,96,9.503045670012568
56,21,1,12.205903259679452
56,21,6,11.173660528519513
56,21,11,10.929155245732463
56,21,16,10.797978814323008
56,21,21,10.710881941536039
56,21,26,10.64673022281298
56,21,31,10.596465347245353
56,21,36,10.55542832964346
56,21,41,10.52092801859246
56,21,46,10.491278853426474
56,21,51,10.465359944280832
56,21,56,10.442390667877815
56,21,61,10.421807026452571
56,21,66,10.403189147181596
56,21,71,10.386216577193844
56,21,76,10.37063954986032
56,21,81,10.356259861356603
56,21,86,10.342917759412602
56,21,91,10.330482720636434
56,21,96,10.318846816463493
56,26,1,12.84662556057363
56,26,6,11.81438282941369
56,26,11,11.56987754662664
56,26,16,11.438701115217185
56,26,21,11.351604242430216
56,26,26,11.287452523707158
56,26,31,11.23718764813953
56,26,36,11.196150630537636
56,26,41,11.161650319486638
56,26,46,11.132001154320651
56,26,51,11.10608224517501
56,26,56,11.083112968771992
56,26,61,11.062529327346748
56,26,66,11.043911448075773
56,26,71,11.026938878088021
56,26,76,11.011361850754497
56,26,81,10.99698216225078
56,26,86,10.98364006030678
56,26,91,10.971205021530611
56,26,96,10.95956911735767
56,31,1,13.374297559964623
56,31,6,12.342054828804683
56,31,11,12.097549546017632
56,31,16,11.966373114608178
56,31,21,11.87927624182121
56,31,26,11.81512452309815
56,31,31,11.764859647530523
56,31,36,11.723822629928629
56,31,41,11.68932231887763
56,31,46,11.659673153711644
56,31,51,11.633754244566003
56,31,56,11.610784968162985
56,31,61,11.590201326737741
56,31,66,11.571583447466766
56,31,71,11.554610877479014
56,31,76,11.53903385014549
56,31,81,11.524654161641774
56,31,86,11.511312059697772
56,31,91,11.498877020921604
56,31,96,11.487241116748663
56,36,1,13.822892761877515
56,36,6,12.790650030717574
56,36,11,12.546144747930525
56,36,16,12.414968316521069
56,36,21,12.3278714437341
56,36,26,12.263719725011041
56,36,31,12.213454849443414
56,36,36,12.17241783184152
56,36,41,12.137917520790522
56,36,46,12.108268355624535
56,36,51,12.082349446478894
56,36,56,12.059380170075876
56,36,61,12.038796528650632
56,36,66,12.020178649379657
56,36,71,12.003206079391905
56,36,76,11.98762905205838
56,36,81,11.973249363554665
56,36,86,11.959907261610663
56,36,91,11.947472222834495
56,36,96,11.935836318661554
56,41,1,14.213052146622108
56,41,6,13.180809415462166
56,41,11,12.936304132675117
56,41,16,12.805127701265663
56,41,21,12.718030828478694
56,41,26,12.653879109755634
56,41,31,12.603614234188008
56,41,36,12.562577216586114
56,41,41,12.528076905535116
56,41,46,12.498427740369127
56,41,51,12.472508831223488
56,41,56,12.449539554820468
56,41,61,12.428955913395225
56,41,66,12.410338034124251
56,41,71,12.393365464136497
56,41,76,12.377788436802975
56,41,81,12.363408748299259
56,41,86,12.350066646355256
56,41,91,12.337631607579088
56,41,96,12.325995703406146
56,46,1,14.55826013597647
56,46,6,13.526017404816528
56,46,11,13.28151212202948
56,46,16,13.150335690620023
56,46,21,13.063238817833057
56,46,26,12.999087099109996
56,46,31,12.948822223542368
56,46,36,12.907785205940476
56,46,41,12.873284894889476
56,46,46,12.84363572972349
56,46,51,12.81771682057785
56,46,56,12.79474754417483
56,46,61,12.774163902749587
56,46,66,12.755546023478614
56,46,71,12.73857345349086
56,46,76,12.722996426157337
56,46,81,12.70861673765362
56,46,86,12.695274635709618
56,46,91,12.68283959693345
56,46,96,12.671203692760509
56,51,1,14.867812844682161
56,51,6,13.835570113522222
56,51,11,13.59106483073517
56,51,16,13.459888399325717
56,51,21,13.372791526538748
56,51,26,13.308639807815688
56,51,31,13.258374932248062
56,51,36,13.217337914646167
56,51,41,13.18283760359517
56,51,46,13.153188438429183
56,51,51,13.127269529283542
56,51,56,13.104300252880524
56,51,61,13.08371661145528
56,51,66,13.065098732184305
56,51,71,13.048126162196553
56,51,76,13.032549134863029
56,51,81,13.018169446359313
56,51,86,13.00482734441531
56,51,91,12.992392305639141
56,51,96,12.980756401466202
56,56,1,15.148391018714632
56,56,6,14.116148287554692
56,56,11,13.871643004767641
56,56,16,13.740466573358187
56,56,21,13.653369700571218
56,56,26,13.589217981848158
56,56,31,13.538953106280532
56,56,36,13.497916088678638
56,56,41,13.46341577762764
56,56,46,13.433766612461653
56,56,51,13.407847703316012
56,56,56,13.384878426912994
56,56,61,13.36429478548775
56,56,66,13.345676906216775
56,56,71,13.328704336229022
56,56,76,13.3131273088955
56,56,81,13.298747620391783
56,56,86,13.28540551844778
56,56,91,13.272970479671612
56,56,96,13.26133457549867
56,61,1,15.404957539029118
56,61,6,14.372714807869178
56,61,11,14.128209525082127
56,61,16,13.997033093672673
56,61,21,13.909936220885704
56,61,26,13.845784502162646
56,61,31,13.795519626595018
56,61,36,13.754482608993124
56,61,41,13.719982297942126
56,61,46,13.69033313277614
56,61,51,13.664414223630498
56,61,56,13.64144494722748
56,61,61,13.620861305802235
56,61,66,13.602243426531262
56,61,71,13.585270856543508
56,61,76,13.569693829209985
56,61,81,13.555314140706269
56,61,86,13.541972038762266
56,61,91,13.529536999986098
56,61,96,13.517901095813158
56,66,1,15.64130017258846
56,66,6,14.60905744142852
56,66,11,14.364552158641471
56,66,16,14.233375727232016
56,66,21,14.146278854445047
56,66,26,14.082127135721988
56,66,31,14.03186226015436
56,66,36,13.990825242552466
56,66,41,13.956324931501468
56,66,46,13.926675766335482
56,66,51,13.90075685718984
56,66,56,13.877787580786823
56,66,61,13.857203939361579
56,66,66,13.838586060090604
56,66,71,13.821613490102852
56,66,76,13.806036462769327
56,66,81,13.791656774265611
56,66,86,13.77831467232161
56,66,91,13.765879633545442
56,66,96,13.7542437293725
56,71,1,15.86037557763313
56,71,6,14.82813284647319
56,71,11,14.583627563686141
56,71,16,14.452451132276686
56,71,21,14.365354259489717
56,71,26,14.301202540766658
56,71,31,14.25093766519903
56,71,36,14.209900647597136
56,71,41,14.175400336546138
56,71,46,14.145751171380152
56,71,51,14.11983226223451
56,71,56,14.096862985831493
56,71,61,14.076279344406249
56,71,66,14.057661465135274
56,71,71,14.040688895147522
56,71,76,14.025111867813997
56,71,81,14.010732179310281
56,71,86,13.99739007736628
56,71,91,13.98495503859011
56,71,96,13.97331913441717
56,76,1,16.064535967368176
56,76,6,15.032293236208236
56,76,11,14.787787953421187
56,76,16,14.656611522011733
56,76,21,14.569514649224764
56,76,26,14.505362930501704
56,76,31,14.455098054934076
56,76,36,14.414061037332184
56,76,41,14.379560726281184
56,76,46,14.349911561115198
56,76,51,14.323992651969558
56,76,56,14.301023375566539
56,76,61,14.280439734141295
56,76,66,14.261821854870322
56,76,71,14.244849284882568
56,76,76,14.229272257549045
56,76,81,14.214892569045329
56,76,86,14.201550467101326
56,76,91,14.189115428325158
56,76,96,14.177479524152217
56,81,1,16.2556834105265
56,81,6,15.22344067936656
56,81,11,14.97893539657951
56,81,16,14.847758965170055
56,81,21,14.760662092383088
56,81,26,14.696510373660027
56,81,31,14.6462454980924
56,81,36,14.605208480490507
56,81,41,14.570708169439508
56,81,46,14.54105900427352
56,81,51,14.51514009512788
56,81,56,14.492170818724862
56,81,61,14.471587177299618
56,81,66,14.452969298028645
56,81,71,14.435996728040891
56,81,76,14.420419700707368
56,81,81,14.40604001220365
56,81,86,14.392697910259649
56,81,91,14.380262871483481
56,81,96,14.36862696731054
56,86,1,16.43537783526971
56,86,6,15.403135104109767
56,86,11,15.158629821322718
56,86,16,15.027453389913262
56,86,21,14.940356517126293
56,86,26,14.876204798403235
56,86,31,14.825939922835607
56,86,36,14.784902905233714
56,86,41,14.750402594182715
56,86,46,14.720753429016728
56,86,51,14.694834519871087
56,86,56,14.67186524346807
56,86,61,14.651281602042825
56,86,66,14.63266372277185
56,86,71,14.615691152784098
56,86,76,14.600114125450574
56,86,81,14.585734436946858
56,86,86,14.572392335002856
56,86,91,14.559957296226688
56,86,96,14.548321392053747
56,91,1,16.604914466059736
56,91,6,15.572671734899794
56,91,11,15.328166452112743
56,91,16,15.19699002070329
56,91,21,15.10989314791632
56,91,26,15.045741429193262
56,91,31,14.995476553625634
56,91,36,14.95443953602374
56,91,41,14.919939224972742
56,91,46,14.890290059806755
56,91,51,14.864371150661114
56,91,56,14.841401874258096
56,91,61,14.820818232832853
56,91,66,14.802200353561878
56,91,71,14.785227783574125
56,91,76,14.769650756240601
56,91,81,14.755271067736885
56,91,86,14.741928965792884
56,91,91,14.729493927016716
56,91,96,14.717858022843775
56,96,1,16.765380520912693
56,96,6,15.733137789752751
56,96,11,15.488632506965702
56,96,16,15.357456075556248
56,96,21,15.27035920276928
56,96,26,15.20620748404622
56,96,31,15.155942608478593
56,96,36,15.114905590876699
56,96,41,15.080405279825701
56,96,46,15.050756114659713
56,96,51,15.024837205514073
56,96,56,15.001867929111055
56,96,61,14.98128428768581
56,96,66,14.962666408414837
56,96,71,14.945693838427083
56,96,76,14.93011681109356
56,96,81,14.915737122589844
56,96,86,14.90239502064584
56,96,91,14.889959981869673
56,96,96,14.878324077696732
61,1,1,3.115097033228265
61,1,6,2.082854302068325
61,1,11,1.8383490192812748
61,1,16,1.7071725878718202
61,1,21,1.6200757150848517
61,1,26,1.5559239963617923
61,1,31,1.5056591207941648
61,1,36,1.464622103192271
61,1,41,1.4301217921412726
61,1,46,1.4004726269752859
61,1,51,1.3745537178296452
61,1,56,1.351584441426627
61,1,61,1.3310008000013829
61,1,66,1.3123829207304087
61,1,71,1.2954103507426558
61,1,76,1.2798333234091324
61,1,81,1.2654536349054157
61,1,86,1.2521115329614139
61,1,91,1.2396764941852456
61,1,96,1.2280405900123048
61,6,1,8.49037544091243
61,6,6,7.45813270975249
61,6,11,7.21362742696544
61,6,16,7.082450995555985
61,6,21,6.995354122769017
61,6,26,6.931202404045957
61,6,31,6.88093752847833
61,6,36,6.839900510876436
61,6,41,6.805400199825438
61,6,46,6.775751034659451
61,6,51,6.7498321255138105
61,6,56,6.726862849110792
61,6,61,6.706279207685548
61,6,66,6.687661328414574
61,6,71,6.670688758426821
61,6,76,6.655111731093298
61,6,81,6.640732042589581
61,6,86,6.627389940645578
61,6,91,6.61495490186941
61,6,96,6.603318997696469
61,11,1,10.308782851623377
61,11,6,9.276540120463435
61,11,11,9.032034837676386
61,11,16,8.900858406266932
61,11,21,8.813761533479964
61,11,26,8.749609814756903
61,11,31,8.699344939189276
61,11,36,8.658307921587383
61,11,41,8.623807610536383
61,11,46,8.594158445370397
61,11,51,8.568239536224757
61,11,56,8.545270259821738
61,11,61,8.524686618396494
61,11,66,8.50606873912552
61,11,71,8.489096169137767
61,11,76,8.473519141804244
61,11,81,8.459139453300528
61,11,86,8.445797351356525
61,11,91,8.433362312580357
61,11,96,8.421726408407416
61,16,1,11.43286319994761
61,16,6,10.400620468787668
61,16,11,10.15611518600062
61,16,16,10.024938754591163
61,16,21,9.937841881804195
61,16,26,9.873690163081136
61,16,31,9.823425287513508
61,16,36,9.782388269911614
61,16,41,9.747887958860616
61,16,46,9.71823879369463
61,16,51,9.692319884548988
61,16,56,9.66935060814597
61,16,61,9.648766966720727
61,16,66,9.630149087449752
61,16,71,9.613176517462
61,16,76,9.597599490128475
61,16,81,9.58321980162476
61,16,86,9.569877699680758
61,16,91,9.55744266090459
61,16,96,9.545806756731649
61,21,1,12.248664346398535
61,21,6,11.216421615238593
61,21,11,10.971916332451544
61,21,16,10.84073990104209
61,21,21,10.753643028255121
61,21,26,10.68949130953206
61,21,31,10.639226433964433
61,21,36,10.59818941636254
61,21,41,10.563689105311541
61,21,46,10.534039940145554
61,21,51,10.508121030999915
61,21,56,10.485151754596895
61,21,61,10.464568113171651
61,21,66,10.445950233900678
61,21,71,10.428977663912924
61,21,76,10.413400636579402
61,21,81,10.399020948075684
61,21,86,10.385678846131682
61,21,91,10.373243807355514
61,21,96,10.361607903182573
61,26,1,12.889386647292712
61,26,6,11.85714391613277
61,26,11,11.612638633345721
61,26,16,11.481462201936267
61,26,21,11.394365329149299
61,26,26,11.330213610426238
61,26,31,11.27994873485861
61,26,36,11.238911717256718
61,26,41,11.204411406205718
61,26,46,11.174762241039732
61,26,51,11.148843331894092
61,26,56,11.125874055491073
61,26,61,11.105290414065829
61,26,66,11.086672534794856
61,26,71,11.069699964807102
61,26,76,11.05412293747358
61,26,81,11.039743248969861
61,26,86,11.02640114702586
61,26,91,11.013966108249692
61,26,96,11.00233020407675
61,31,1,13.417058646683705
61,31,6,12.384815915523763
61,31,11,12.140310632736714
61,31,16,12.009134201327258
61,31,21,11.92203732854029
61,31,26,11.857885609817231
61,31,31,11.807620734249603
61,31,36,11.76658371664771
61,31,41,11.732083405596711
61,31,46,11.702434240430724
61,31,51,11.676515331285083
61,31,56,11.653546054882066
61,31,61,11.632962413456822
61,31,66,11.614344534185847
61,31,71,11.597371964198095
61,31,76,11.58179493686457
61,31,81,11.567415248360854
61,31,86,11.554073146416853
61,31,91,11.541638107640685
61,31,96,11.530002203467744
61,36,1,13.865653848596596
61,36,6,12.833411117436654
61,36,11,12.588905834649605
61,36,16,12.45772940324015
61,36,21,12.370632530453182
61,36,26,12.306480811730122
61,36,31,12.256215936162494
61,36,36,12.215178918560602
61,36,41,12.180678607509602
61,36,46,12.151029442343615
61,36,51,12.125110533197976
61,36,56,12.102141256794956
61,36,61,12.081557615369713
61,36,66,12.06293973609874
61,36,71,12.045967166110986
61,36,76,12.030390138777463
61,36,81,12.016010450273745
61,36,86,12.002668348329744
61,36,91,11.990233309553576
61,36,96,11.978597405380635
61,41,1,14.255813233341188
61,41,6,13.223570502181248
61,41,11,12.979065219394199
61,41,16,12.847888787984743
61,41,21,12.760791915197775
61,41,26,12.696640196474716
61,41,31,12.646375320907088
61,41,36,12.605338303305194
61,41,41,12.570837992254196
61,41,46,12.54118882708821
61,41,51,12.515269917942568
61,41,56,12.49230064153955
61,41,61,12.471717000114307
61,41,66,12.453099120843332
61,41,71,12.43612655085558
61,41,76,12.420549523522055
61,41,81,12.40616983501834
61,41,86,12.392827733074338
61,41,91,12.38039269429817
61,41,96,12.368756790125229
61,46,1,14.60102122269555
61,46,6,13.56877849153561
61,46,11,13.32427320874856
61,46,16,13.193096777339106
61,46,21,13.105999904552137
61,46,26,13.041848185829076
61,46,31,12.99158331026145
